Sort,Realm,Subrealm,Kingdom,Subkingdom,Phylum,Subphylum,Class,Subclass,Order,Suborder,Family,Subfamily,Genus,Subgenus,Species,Type Species?,Genome Composition,Last Change,MSL of Last Change,Proposal for Last Change ,Taxon History URL
4574,,,,,,,,,,,Reoviridae,Spinareovirinae,Idnoreovirus,,Idnoreovirus 2,0,dsRNA,"Moved,",25,2007.127-129V.v2.Spina-Sedoreovirinae.pdf,ICTVonline=20184961
4575,,,,,,,,,,,Reoviridae,Spinareovirinae,Idnoreovirus,,Idnoreovirus 3,0,dsRNA,"Moved,",25,2007.127-129V.v2.Spina-Sedoreovirinae.pdf,ICTVonline=20184962
4576,,,,,,,,,,,Reoviridae,Spinareovirinae,Idnoreovirus,,Idnoreovirus 4,0,dsRNA,"Moved,",25,2007.127-129V.v2.Spina-Sedoreovirinae.pdf,ICTVonline=20184963
4577,,,,,,,,,,,Reoviridae,Spinareovirinae,Idnoreovirus,,Idnoreovirus 5,0,dsRNA,"Moved,",25,2007.127-129V.v2.Spina-Sedoreovirinae.pdf,ICTVonline=20184964
4578,,,,,,,,,,,Reoviridae,Spinareovirinae,Mycoreovirus,,Mycoreovirus 1,1,dsRNA,"Moved,",25,2007.127-129V.v2.Spina-Sedoreovirinae.pdf,ICTVonline=20184966
4579,,,,,,,,,,,Reoviridae,Spinareovirinae,Mycoreovirus,,Mycoreovirus 2,0,dsRNA,"Moved,",25,2007.127-129V.v2.Spina-Sedoreovirinae.pdf,ICTVonline=20184967
4580,,,,,,,,,,,Reoviridae,Spinareovirinae,Mycoreovirus,,Mycoreovirus 3,0,dsRNA,"Moved,",25,2007.127-129V.v2.Spina-Sedoreovirinae.pdf,ICTVonline=20184968
4581,,,,,,,,,,,Reoviridae,Spinareovirinae,Orthoreovirus,,Avian orthoreovirus,0,dsRNA,"Moved,",25,2007.127-129V.v2.Spina-Sedoreovirinae.pdf,ICTVonline=20184970
4582,,,,,,,,,,,Reoviridae,Spinareovirinae,Orthoreovirus,,Baboon orthoreovirus,0,dsRNA,"Moved,",25,2007.127-129V.v2.Spina-Sedoreovirinae.pdf,ICTVonline=20184971
4583,,,,,,,,,,,Reoviridae,Spinareovirinae,Orthoreovirus,,Mahlapitsi orthoreovirus,0,dsRNA,"New,",32,2017.018M.A.v1.Orthoreovirus_sp.zip,ICTVonline=20185927
4584,,,,,,,,,,,Reoviridae,Spinareovirinae,Orthoreovirus,,Mammalian orthoreovirus,1,dsRNA,"Moved,",25,2007.127-129V.v2.Spina-Sedoreovirinae.pdf,ICTVonline=20184972
4585,,,,,,,,,,,Reoviridae,Spinareovirinae,Orthoreovirus,,Nelson Bay orthoreovirus,0,dsRNA,"Moved,",25,2007.127-129V.v2.Spina-Sedoreovirinae.pdf,ICTVonline=20184973
4586,,,,,,,,,,,Reoviridae,Spinareovirinae,Orthoreovirus,,Piscine orthoreovirus,0,dsRNA,"New,",30,2015.019aM.A.v3.Orthoreovirus_sp.pdf,ICTVonline=20184974
4587,,,,,,,,,,,Reoviridae,Spinareovirinae,Orthoreovirus,,Reptilian orthoreovirus,0,dsRNA,"Moved,",25,2007.127-129V.v2.Spina-Sedoreovirinae.pdf,ICTVonline=20184975
4588,,,,,,,,,,,Reoviridae,Spinareovirinae,Oryzavirus,,Echinochloa ragged stunt virus,0,dsRNA,"Moved,",25,2007.127-129V.v2.Spina-Sedoreovirinae.pdf,ICTVonline=20184977
4589,,,,,,,,,,,Reoviridae,Spinareovirinae,Oryzavirus,,Rice ragged stunt virus,1,dsRNA,"Moved,",25,2007.127-129V.v2.Spina-Sedoreovirinae.pdf,ICTVonline=20184978
4590,,,,,,,,,,,Sarthroviridae,,Macronovirus,,Macrobrachium satellite virus 1,1,ssRNA(+),"New,",30,2015.002a-gS.A.v3.Sarthroviridae.pdf,ICTVonline=20185047
4591,,,,,,,,,,,Smacoviridae,,Bovismacovirus,,Bovine associated bovismacovirus 1,1,ssDNA,"New,",32,2017.011D.A.v2.Smacoviridae.zip,ICTVonline=20185945
4592,,,,,,,,,,,Smacoviridae,,Bovismacovirus,,Bovine associated bovismacovirus 2,0,ssDNA,"New,",32,2017.011D.A.v2.Smacoviridae.zip,ICTVonline=20185946
4593,,,,,,,,,,,Smacoviridae,,Bovismacovirus,,Dragonfly associated bovismacovirus 1,0,ssDNA,"New,",32,2017.011D.A.v2.Smacoviridae.zip,ICTVonline=20185947
4594,,,,,,,,,,,Smacoviridae,,Cosmacovirus,,Bovine associated cosmacovirus 1,1,ssDNA,"New,",32,2017.011D.A.v2.Smacoviridae.zip,ICTVonline=20185949
4595,,,,,,,,,,,Smacoviridae,,Dragsmacovirus,,Dragonfly associated dragsmacovirus 1,1,ssDNA,"New,",32,2017.011D.A.v2.Smacoviridae.zip,ICTVonline=20185951
4596,,,,,,,,,,,Smacoviridae,,Drosmacovirus,,Bovine associated drosmacovirus 1,0,ssDNA,"New,",32,2017.011D.A.v2.Smacoviridae.zip,ICTVonline=20185953
4597,,,,,,,,,,,Smacoviridae,,Drosmacovirus,,Camel associated drosmacovirus 1,1,ssDNA,"New,",32,2017.011D.A.v2.Smacoviridae.zip,ICTVonline=20185954
4598,,,,,,,,,,,Smacoviridae,,Drosmacovirus,,Camel associated drosmacovirus2,0,ssDNA,"New,",32,2017.011D.A.v2.Smacoviridae.zip,ICTVonline=20185955
4599,,,,,,,,,,,Smacoviridae,,Huchismacovirus,,Bovine associated huchismacovirus 1,0,ssDNA,"New,",32,2017.011D.A.v2.Smacoviridae.zip,ICTVonline=20185957
4600,,,,,,,,,,,Smacoviridae,,Huchismacovirus,,Bovine associated huchismacovirus 2,0,ssDNA,"New,",32,2017.011D.A.v2.Smacoviridae.zip,ICTVonline=20185958
4601,,,,,,,,,,,Smacoviridae,,Huchismacovirus,,Chicken associated huchismacovirus 1,0,ssDNA,"New,",32,2017.011D.A.v2.Smacoviridae.zip,ICTVonline=20185959
4602,,,,,,,,,,,Smacoviridae,,Huchismacovirus,,Chicken associated huchismacovirus 2,0,ssDNA,"New,",32,2017.011D.A.v2.Smacoviridae.zip,ICTVonline=20185960
4603,,,,,,,,,,,Smacoviridae,,Huchismacovirus,,Human associated huchismacovirus 1,1,ssDNA,"New,",32,2017.011D.A.v2.Smacoviridae.zip,ICTVonline=20185961
4604,,,,,,,,,,,Smacoviridae,,Huchismacovirus,,Human associated huchismacovirus 2,0,ssDNA,"New,",32,2017.011D.A.v2.Smacoviridae.zip,ICTVonline=20185962
4605,,,,,,,,,,,Smacoviridae,,Huchismacovirus,,Human associated huchismacovirus 3,0,ssDNA,"New,",32,2017.011D.A.v2.Smacoviridae.zip,ICTVonline=20185963
4606,,,,,,,,,,,Smacoviridae,,Porprismacovirus,,Bovine associated porprismacovirus 1,0,ssDNA,"New,",32,2017.011D.A.v2.Smacoviridae.zip,ICTVonline=20185965
4607,,,,,,,,,,,Smacoviridae,,Porprismacovirus,,Camel associated porprismacovirus 1,0,ssDNA,"New,",32,2017.011D.A.v2.Smacoviridae.zip,ICTVonline=20185966
4608,,,,,,,,,,,Smacoviridae,,Porprismacovirus,,Camel associated porprismacovirus 2,0,ssDNA,"New,",32,2017.011D.A.v2.Smacoviridae.zip,ICTVonline=20185967
4609,,,,,,,,,,,Smacoviridae,,Porprismacovirus,,Camel associated porprismacovirus 3,0,ssDNA,"New,",32,2017.011D.A.v2.Smacoviridae.zip,ICTVonline=20185968
4610,,,,,,,,,,,Smacoviridae,,Porprismacovirus,,Camel associated porprismacovirus 4,0,ssDNA,"New,",32,2017.011D.A.v2.Smacoviridae.zip,ICTVonline=20185969
4611,,,,,,,,,,,Smacoviridae,,Porprismacovirus,,Chimpanzee associated porprismacovirus 1,1,ssDNA,"New,",32,2017.011D.A.v2.Smacoviridae.zip,ICTVonline=20185970
4612,,,,,,,,,,,Smacoviridae,,Porprismacovirus,,Chimpanzee associated porprismacovirus 2,0,ssDNA,"New,",32,2017.011D.A.v2.Smacoviridae.zip,ICTVonline=20185971
4613,,,,,,,,,,,Smacoviridae,,Porprismacovirus,,Gorilla associated porprismacovirus 1,0,ssDNA,"New,",32,2017.011D.A.v2.Smacoviridae.zip,ICTVonline=20185972
4614,,,,,,,,,,,Smacoviridae,,Porprismacovirus,,Howler monkey associated porprismacovirus 1,0,ssDNA,"New,",32,2017.011D.A.v2.Smacoviridae.zip,ICTVonline=20185973
4615,,,,,,,,,,,Smacoviridae,,Porprismacovirus,,Human associated porprismacovirus 1,0,ssDNA,"New,",32,2017.011D.A.v2.Smacoviridae.zip,ICTVonline=20185974
4616,,,,,,,,,,,Smacoviridae,,Porprismacovirus,,Human associated porprismacovirus 2,0,ssDNA,"New,",32,2017.011D.A.v2.Smacoviridae.zip,ICTVonline=20185975
4617,,,,,,,,,,,Smacoviridae,,Porprismacovirus,,Lemur associated porprismacovirus 1,0,ssDNA,"New,",32,2017.011D.A.v2.Smacoviridae.zip,ICTVonline=20185976
4618,,,,,,,,,,,Smacoviridae,,Porprismacovirus,,Porcine associated porprismacovirus 1,0,ssDNA,"New,",32,2017.011D.A.v2.Smacoviridae.zip,ICTVonline=20185977
4619,,,,,,,,,,,Smacoviridae,,Porprismacovirus,,Porcine associated porprismacovirus 2,0,ssDNA,"New,",32,2017.011D.A.v2.Smacoviridae.zip,ICTVonline=20185979
4620,,,,,,,,,,,Smacoviridae,,Porprismacovirus,,Porcine associated porprismacovirus 3,0,ssDNA,"New,",32,2017.011D.A.v2.Smacoviridae.zip,ICTVonline=20185980
4621,,,,,,,,,,,Smacoviridae,,Porprismacovirus,,Porcine associated porprismacovirus 4,0,ssDNA,"New,",32,2017.011D.A.v2.Smacoviridae.zip,ICTVonline=20185981
4622,,,,,,,,,,,Smacoviridae,,Porprismacovirus,,Porcine associated porprismacovirus 5,0,ssDNA,"New,",32,2017.011D.A.v2.Smacoviridae.zip,ICTVonline=20185982
4623,,,,,,,,,,,Smacoviridae,,Porprismacovirus,,Porcine associated porprismacovirus 6,0,ssDNA,"New,",32,2017.011D.A.v2.Smacoviridae.zip,ICTVonline=20185983
4624,,,,,,,,,,,Smacoviridae,,Porprismacovirus,,Porcine associated porprismacovirus 7,0,ssDNA,"New,",32,2017.011D.A.v2.Smacoviridae.zip,ICTVonline=20185984
4625,,,,,,,,,,,Smacoviridae,,Porprismacovirus,,Porcine associated porprismacovirus 8,0,ssDNA,"New,",32,2017.011D.A.v2.Smacoviridae.zip,ICTVonline=20185985
4626,,,,,,,,,,,Smacoviridae,,Porprismacovirus,,Porcine associated porprismacovirus 9,0,ssDNA,"New,",32,2017.011D.A.v2.Smacoviridae.zip,ICTVonline=20185986
4627,,,,,,,,,,,Smacoviridae,,Porprismacovirus,,Porcine associated porprismacovirus 10,0,ssDNA,"New,",32,2017.011D.A.v2.Smacoviridae.zip,ICTVonline=20185978
4628,,,,,,,,,,,Smacoviridae,,Porprismacovirus,,Rat associated porprismacovirus 1,0,ssDNA,"New,",32,2017.011D.A.v2.Smacoviridae.zip,ICTVonline=20185987
4629,,,,,,,,,,,Smacoviridae,,Porprismacovirus,,Sheep associated porprismacovirus 1,0,ssDNA,"New,",32,2017.011D.A.v2.Smacoviridae.zip,ICTVonline=20185988
4630,,,,,,,,,,,Smacoviridae,,Porprismacovirus,,Sheep associated porprismacovirus 2,0,ssDNA,"New,",32,2017.011D.A.v2.Smacoviridae.zip,ICTVonline=20185989
4631,,,,,,,,,,,Smacoviridae,,Porprismacovirus,,Sheep associated porprismacovirus 3,0,ssDNA,"New,",32,2017.011D.A.v2.Smacoviridae.zip,ICTVonline=20185990
4632,,,,,,,,,,,Smacoviridae,,Porprismacovirus,,Turkey associated porprismacovirus 1,0,ssDNA,"New,",32,2017.011D.A.v2.Smacoviridae.zip,ICTVonline=20185991
4633,,,,,,,,,,,Solemoviridae,,Polemovirus,,Poinsettia latent virus,1,ssRNA(+),"New,",32,2017.003P.A.v2.Solemoviridae.zip,ICTVonline=20185362
4634,,,,,,,,,,,Solemoviridae,,Sobemovirus,,Artemisia virus A,0,ssRNA(+),"New,",32,2017.003P.A.v2.Solemoviridae.zip,ICTVonline=20185371
4635,,,,,,,,,,,Solemoviridae,,Sobemovirus,,Blueberry shoestring virus,0,ssRNA(+),"New,",32,2017.003P.A.v2.Solemoviridae.zip,ICTVonline=20185372
4636,,,,,,,,,,,Solemoviridae,,Sobemovirus,,Cocksfoot mottle virus,0,ssRNA(+),"New,",32,2017.003P.A.v2.Solemoviridae.zip,ICTVonline=20185373
4637,,,,,,,,,,,Solemoviridae,,Sobemovirus,,Cymbidium chlorotic mosaic virus,0,ssRNA(+),"New,",32,2017.003P.A.v2.Solemoviridae.zip,ICTVonline=20185374
4638,,,,,,,,,,,Solemoviridae,,Sobemovirus,,Imperata yellow mottle virus,0,ssRNA(+),"New,",32,2017.003P.A.v2.Solemoviridae.zip,ICTVonline=20185375
4639,,,,,,,,,,,Solemoviridae,,Sobemovirus,,Lucerne transient streak virus,0,ssRNA(+),"New,",32,2017.003P.A.v2.Solemoviridae.zip,ICTVonline=20185376
4640,,,,,,,,,,,Solemoviridae,,Sobemovirus,,Papaya lethal yellowing virus,0,ssRNA(+),"New,",32,2017.003P.A.v2.Solemoviridae.zip,ICTVonline=20185377
4641,,,,,,,,,,,Solemoviridae,,Sobemovirus,,Rice yellow mottle virus,0,ssRNA(+),"New,",32,2017.003P.A.v2.Solemoviridae.zip,ICTVonline=20185378
4642,,,,,,,,,,,Solemoviridae,,Sobemovirus,,Rottboellia yellow mottle virus,0,ssRNA(+),"New,",32,2017.003P.A.v2.Solemoviridae.zip,ICTVonline=20185379
4643,,,,,,,,,,,Solemoviridae,,Sobemovirus,,Ryegrass mottle virus,0,ssRNA(+),"New,",32,2017.003P.A.v2.Solemoviridae.zip,ICTVonline=20185380
4644,,,,,,,,,,,Solemoviridae,,Sobemovirus,,Sesbania mosaic virus,0,ssRNA(+),"New,",32,2017.003P.A.v2.Solemoviridae.zip,ICTVonline=20185381
4645,,,,,,,,,,,Solemoviridae,,Sobemovirus,,Solanum nodiflorum mottle virus,0,ssRNA(+),"New,",32,2017.003P.A.v2.Solemoviridae.zip,ICTVonline=20185382
4646,,,,,,,,,,,Solemoviridae,,Sobemovirus,,Southern bean mosaic virus,1,ssRNA(+),"New,",32,2017.003P.A.v2.Solemoviridae.zip,ICTVonline=20185383
4647,,,,,,,,,,,Solemoviridae,,Sobemovirus,,Southern cowpea mosaic virus,0,ssRNA(+),"New,",32,2017.003P.A.v2.Solemoviridae.zip,ICTVonline=20185384
4648,,,,,,,,,,,Solemoviridae,,Sobemovirus,,Sowbane mosaic virus,0,ssRNA(+),"New,",32,2017.003P.A.v2.Solemoviridae.zip,ICTVonline=20185385
4649,,,,,,,,,,,Solemoviridae,,Sobemovirus,,Soybean yellow common mosaic virus,0,ssRNA(+),"New,",32,2017.003P.A.v2.Solemoviridae.zip,ICTVonline=20185386
4650,,,,,,,,,,,Solemoviridae,,Sobemovirus,,Subterranean clover mottle virus,0,ssRNA(+),"New,",32,2017.003P.A.v2.Solemoviridae.zip,ICTVonline=20185387
4651,,,,,,,,,,,Solemoviridae,,Sobemovirus,,Turnip rosette virus,0,ssRNA(+),"New,",32,2017.003P.A.v2.Solemoviridae.zip,ICTVonline=20185388
4652,,,,,,,,,,,Solemoviridae,,Sobemovirus,,Velvet tobacco mottle virus,0,ssRNA(+),"New,",32,2017.003P.A.v2.Solemoviridae.zip,ICTVonline=20185389
4653,,,,,,,,,,,Solinviviridae,,Invictavirus,,Solenopsis invicta virus 3,1,ssRNA(+),"New,",31,2016.017a-kS.A.v2.Solinviviridae.pdf,ICTVonline=20185051
4654,,,,,,,,,,,Solinviviridae,,Nyfulvavirus,,Nylanderia fulva virus 1,1,ssRNA(+),"New,",31,2016.017a-kS.A.v2.Solinviviridae.pdf,ICTVonline=20185053
4655,,,,,,,,,,,Sphaerolipoviridae,,Alphasphaerolipovirus,,Haloarcula hispanica icosahedral virus 2,0,dsDNA,"New,",29,2013.001a-oB.A.v4.Sphaerolipoviridae.pdf,ICTVonline=20185057
4656,,,,,,,,,,,Sphaerolipoviridae,,Alphasphaerolipovirus,,Haloarcula hispanica virus PH1,0,dsDNA,"New,",29,2013.001a-oB.A.v4.Sphaerolipoviridae.pdf,ICTVonline=20185058
4657,,,,,,,,,,,Sphaerolipoviridae,,Alphasphaerolipovirus,,Haloarcula hispanica virus SH1,1,dsDNA,"New,",29,2013.001a-oB.A.v4.Sphaerolipoviridae.pdf,ICTVonline=20185059
4658,,,,,,,,,,,Sphaerolipoviridae,,Alphasphaerolipovirus,,Haloarcula virus HCIV1,0,dsDNA,"New,",31,2016.063aB.A.v1.Alphasphaerolipovirus_sp.pdf,ICTVonline=20185060
4659,,,,,,,,,,,Sphaerolipoviridae,,Betasphaerolipovirus,,Natrinema virus SNJ1,1,dsDNA,"New,",29,2013.001a-oB.A.v4.Sphaerolipoviridae.pdf,ICTVonline=20185062
4660,,,,,,,,,,,Sphaerolipoviridae,,Gammasphaerolipovirus,,Thermus virus IN93,0,dsDNA,"Renamed,",30,2013.001a-oB.A.v4.Sphaerolipoviridae.pdf,ICTVonline=20185064
4661,,,,,,,,,,,Sphaerolipoviridae,,Gammasphaerolipovirus,,Thermus virus P23-77,1,dsDNA,"Renamed,",30,2013.001a-oB.A.v4.Sphaerolipoviridae.pdf,ICTVonline=20185065
4662,,,,,,,,,,,Spiraviridae,,Alphaspiravirus,,Aeropyrum coil-shaped virus,1,ssDNA(+),"New,",28,2013.003a-gB.A.v3.Spiraviridae.pdf,ICTVonline=20185069
4663,,,,,,,,,,,Tectiviridae,,Alphatectivirus,,Pseudomonas virus PR4,0,dsDNA,"New,",32,2017.013B.A.v2.Tectiviridae_rev.zip,ICTVonline=20185994
4664,,,,,,,,,,,Tectiviridae,,Alphatectivirus,,Pseudomonas virus PRD1,1,dsDNA,"Split,",32,2017.013B.A.v2.Tectiviridae_rev.zip,ICTVonline=20185076
4665,,,,,,,,,,,Tectiviridae,,Betatectivirus,,Bacillus virus AP50,0,dsDNA,"Split,",32,2017.013B.A.v2.Tectiviridae_rev.zip,ICTVonline=20185074
4666,,,,,,,,,,,Tectiviridae,,Betatectivirus,,Bacillus virus Bam35,1,dsDNA,"Split,",32,2017.013B.A.v2.Tectiviridae_rev.zip,ICTVonline=20185075
4667,,,,,,,,,,,Tectiviridae,,Betatectivirus,,Bacillus virus GIL16,0,dsDNA,"New,",32,2017.013B.A.v2.Tectiviridae_rev.zip,ICTVonline=20185995
4668,,,,,,,,,,,Tectiviridae,,Betatectivirus,,Bacillus virus Wip1,0,dsDNA,"New,",32,2017.013B.A.v2.Tectiviridae_rev.zip,ICTVonline=20185996
4669,,,,,,,,,,,Togaviridae,,Alphavirus,,Aura virus,0,ssRNA(+),"Moved,",2,Ratification_1974.pdf,ICTVonline=20185083
4670,,,,,,,,,,,Togaviridae,,Alphavirus,,Barmah Forest virus,0,ssRNA(+),"Moved,",12,ICTV 5th Report.pdf,ICTVonline=20185084
4671,,,,,,,,,,,Togaviridae,,Alphavirus,,Bebaru virus,0,ssRNA(+),"New,",4,ICTV 2nd Report.pdf,ICTVonline=20185085
4672,,,,,,,,,,,Togaviridae,,Alphavirus,,Cabassou virus,0,ssRNA(+),"New,",18,ICTV 7th Report.pdf,ICTVonline=20185086
4673,,,,,,,,,,,Togaviridae,,Alphavirus,,Chikungunya virus,0,ssRNA(+),"Moved,",2,Ratification_1974.pdf,ICTVonline=20185087
4674,,,,,,,,,,,Togaviridae,,Alphavirus,,Eastern equine encephalitis virus,0,ssRNA(+),"Moved,",2,Ratification_1974.pdf,ICTVonline=20185088
4675,,,,,,,,,,,Togaviridae,,Alphavirus,,Eilat virus,0,ssRNA(+),"New,",28,2013.006aV.A.v2.Alphavirus_sp.pdf,ICTVonline=20185089
4676,,,,,,,,,,,Togaviridae,,Alphavirus,,Everglades virus,0,ssRNA(+),"New,",4,ICTV 2nd Report.pdf,ICTVonline=20185090
4677,,,,,,,,,,,Togaviridae,,Alphavirus,,Fort Morgan virus,0,ssRNA(+),"Merged,",18,ICTV 7th Report.pdf,ICTVonline=20185091
4678,,,,,,,,,,,Togaviridae,,Alphavirus,,Getah virus,0,ssRNA(+),"Moved,",2,Ratification_1974.pdf,ICTVonline=20185092
4679,,,,,,,,,,,Togaviridae,,Alphavirus,,Highlands J virus,0,ssRNA(+),"New,",12,ICTV 5th Report.pdf,ICTVonline=20185093
4680,,,,,,,,,,,Togaviridae,,Alphavirus,,Madariaga virus,0,ssRNA(+),"New,",27,2012.007aV.A.v1.Alphavirus-sp.pdf,ICTVonline=20185094
4681,,,,,,,,,,,Togaviridae,,Alphavirus,,Mayaro virus,0,ssRNA(+),"Moved,",2,Ratification_1974.pdf,ICTVonline=20185095
4682,,,,,,,,,,,Togaviridae,,Alphavirus,,Middelburg virus,0,ssRNA(+),"Renamed,",6,ICTV 3rd Report.pdf,ICTVonline=20185096
4683,,,,,,,,,,,Togaviridae,,Alphavirus,,Mosso das Pedras virus,0,ssRNA(+),"New,",23,ICTV 8th Report.pdf,ICTVonline=20185097
4684,,,,,,,,,,,Togaviridae,,Alphavirus,,Mucambo virus,0,ssRNA(+),"Moved,",2,Ratification_1974.pdf,ICTVonline=20185098
4685,,,,,,,,,,,Togaviridae,,Alphavirus,,Ndumu virus,0,ssRNA(+),"New,",4,ICTV 2nd Report.pdf,ICTVonline=20185099
4686,,,,,,,,,,,Togaviridae,,Alphavirus,,Onyong-nyong virus,0,ssRNA(+),"Moved,",2,Ratification_1974.pdf,ICTVonline=20185100
4687,,,,,,,,,,,Togaviridae,,Alphavirus,,Pixuna virus,0,ssRNA(+),"Moved,",2,Ratification_1974.pdf,ICTVonline=20185101
4688,,,,,,,,,,,Togaviridae,,Alphavirus,,Rio Negro virus,0,ssRNA(+),"Renamed,",23,ICTV 8th Report.pdf,ICTVonline=20185102
4689,,,,,,,,,,,Togaviridae,,Alphavirus,,Ross River virus,0,ssRNA(+),"Merged,",18,ICTV 7th Report.pdf,ICTVonline=20185103
4690,,,,,,,,,,,Togaviridae,,Alphavirus,,Salmon pancreas disease virus,0,ssRNA(+),"New,",20,Ratification_2002a.pdf,ICTVonline=20185104
4691,,,,,,,,,,,Togaviridae,,Alphavirus,,Semliki Forest virus,0,ssRNA(+),"Moved,",2,Ratification_1974.pdf,ICTVonline=20185105
4692,,,,,,,,,,,Togaviridae,,Alphavirus,,Sindbis virus,1,ssRNA(+),"Merged,Assigned as Type Species,",18,ICTV 7th Report.pdf,ICTVonline=20185106
4693,,,,,,,,,,,Togaviridae,,Alphavirus,,Southern elephant seal virus,0,ssRNA(+),"New,",23,ICTV 8th Report.pdf,ICTVonline=20185107
4694,,,,,,,,,,,Togaviridae,,Alphavirus,,Tonate virus,0,ssRNA(+),"New,",23,ICTV 8th Report.pdf,ICTVonline=20185108
4695,,,,,,,,,,,Togaviridae,,Alphavirus,,Trocara virus,0,ssRNA(+),"New,",20,Ratification_2002a.pdf,ICTVonline=20185109
4696,,,,,,,,,,,Togaviridae,,Alphavirus,,Una virus,0,ssRNA(+),"Moved,",2,Ratification_1974.pdf,ICTVonline=20185110
4697,,,,,,,,,,,Togaviridae,,Alphavirus,,Venezuelan equine encephalitis virus,0,ssRNA(+),"Moved,",2,Ratification_1974.pdf,ICTVonline=20185111
4698,,,,,,,,,,,Togaviridae,,Alphavirus,,Western equine encephalitis virus,0,ssRNA(+),"Moved,",2,Ratification_1974.pdf,ICTVonline=20185112
4699,,,,,,,,,,,Togaviridae,,Alphavirus,,Whataroa virus,0,ssRNA(+),"Moved,",2,Ratification_1974.pdf,ICTVonline=20185113
4700,,,,,,,,,,,Togaviridae,,Rubivirus,,Rubella virus,1,ssRNA(+),"New,Assigned as Type Species,",3,Ratification_1975.pdf,ICTVonline=20185115
4701,,,,,,,,,,,Tolecusatellitidae,,Betasatellite,,Ageratum leaf curl Buea betasatellite,0,ssDNA,"New,",31,2016.021a-kP.A.v2.Tolecusatellitidae.pdf,ICTVonline=20185119
4702,,,,,,,,,,,Tolecusatellitidae,,Betasatellite,,Ageratum leaf curl Cameroon betasatellite,0,ssDNA,"New,",31,2016.021a-kP.A.v2.Tolecusatellitidae.pdf,ICTVonline=20185120
4703,,,,,,,,,,,Tolecusatellitidae,,Betasatellite,,Ageratum yellow leaf curl betasatellite,0,ssDNA,"New,",31,2016.021a-kP.A.v2.Tolecusatellitidae.pdf,ICTVonline=20185121
4704,,,,,,,,,,,Tolecusatellitidae,,Betasatellite,,Ageratum yellow vein betasatellite,1,ssDNA,"New,",31,2016.021a-kP.A.v2.Tolecusatellitidae.pdf,ICTVonline=20185122
4705,,,,,,,,,,,Tolecusatellitidae,,Betasatellite,,Ageratum yellow vein India betasatellite,0,ssDNA,"New,",31,2016.021a-kP.A.v2.Tolecusatellitidae.pdf,ICTVonline=20185123
4706,,,,,,,,,,,Tolecusatellitidae,,Betasatellite,,Ageratum yellow vein Sri Lanka betasatellite,0,ssDNA,"New,",31,2016.021a-kP.A.v2.Tolecusatellitidae.pdf,ICTVonline=20185124
4707,,,,,,,,,,,Tolecusatellitidae,,Betasatellite,,Alternanthera yellow vein betasatellite,0,ssDNA,"New,",31,2016.021a-kP.A.v2.Tolecusatellitidae.pdf,ICTVonline=20185125
4708,,,,,,,,,,,Tolecusatellitidae,,Betasatellite,,Andrographis yellow vein leaf curl betasatellite,0,ssDNA,"New,",31,2016.021a-kP.A.v2.Tolecusatellitidae.pdf,ICTVonline=20185126
4709,,,,,,,,,,,Tolecusatellitidae,,Betasatellite,,Bhendi yellow vein mosaic betasatellite,0,ssDNA,"New,",31,2016.021a-kP.A.v2.Tolecusatellitidae.pdf,ICTVonline=20185127
4710,,,,,,,,,,,Tolecusatellitidae,,Betasatellite,,Cardiospermum yellow leaf curl betasatellite,0,ssDNA,"New,",31,2016.021a-kP.A.v2.Tolecusatellitidae.pdf,ICTVonline=20185128
4711,,,,,,,,,,,Tolecusatellitidae,,Betasatellite,,Chili leaf curl betasatellite,0,ssDNA,"New,",31,2016.021a-kP.A.v2.Tolecusatellitidae.pdf,ICTVonline=20185129
4712,,,,,,,,,,,Tolecusatellitidae,,Betasatellite,,Chili leaf curl Jaunpur betasatellite,0,ssDNA,"New,",31,2016.021a-kP.A.v2.Tolecusatellitidae.pdf,ICTVonline=20185130
4713,,,,,,,,,,,Tolecusatellitidae,,Betasatellite,,Chili leaf curl Sri Lanka betasatellite,0,ssDNA,"New,",31,2016.021a-kP.A.v2.Tolecusatellitidae.pdf,ICTVonline=20185131
4714,,,,,,,,,,,Tolecusatellitidae,,Betasatellite,,Cotton leaf curl Gezira betasatellite,0,ssDNA,"New,",31,2016.021a-kP.A.v2.Tolecusatellitidae.pdf,ICTVonline=20185132
4715,,,,,,,,,,,Tolecusatellitidae,,Betasatellite,,Cotton leaf curl Multan betasatellite,0,ssDNA,"New,",31,2016.021a-kP.A.v2.Tolecusatellitidae.pdf,ICTVonline=20185133
4716,,,,,,,,,,,Tolecusatellitidae,,Betasatellite,,Croton yellow vein mosaic betasatellite,0,ssDNA,"New,",31,2016.021a-kP.A.v2.Tolecusatellitidae.pdf,ICTVonline=20185134
4717,,,,,,,,,,,Tolecusatellitidae,,Betasatellite,,Eupatorium yellow vein betasatellite,0,ssDNA,"New,",31,2016.021a-kP.A.v2.Tolecusatellitidae.pdf,ICTVonline=20185135
4718,,,,,,,,,,,Tolecusatellitidae,,Betasatellite,,Eupatorium yellow vein mosaic betasatellite,0,ssDNA,"New,",31,2016.021a-kP.A.v2.Tolecusatellitidae.pdf,ICTVonline=20185136
4719,,,,,,,,,,,Tolecusatellitidae,,Betasatellite,,French bean leaf curl betasatellite,0,ssDNA,"New,",31,2016.021a-kP.A.v2.Tolecusatellitidae.pdf,ICTVonline=20185137
